"measure","location","sex","age","cause","metric","year","val"
"Deaths","Saudi Arabia","Female","70-74 years","Colon and rectum cancer","Rate",2014,53.1626328955372
"Deaths","Saudi Arabia","Male","75-79 years","Colon and rectum cancer","Number",2014,47.3788151860458
"Deaths","Saudi Arabia","Female","75-79 years","Colon and rectum cancer","Number",2014,32.7896050994976
"Deaths","Saudi Arabia","Male","75-79 years","Colon and rectum cancer","Rate",2014,87.2830070219446
"Deaths","Saudi Arabia","Female","75-79 years","Colon and rectum cancer","Rate",2014,82.9010216751168
"Deaths","Saudi Arabia","Male","80-84","Colon and rectum cancer","Number",2014,30.8679566103855
"Deaths","Saudi Arabia","Female","80-84","Colon and rectum cancer","Number",2014,31.0399064608169
"Deaths","Saudi Arabia","Male","80-84","Colon and rectum cancer","Rate",2014,111.01858661547
"Deaths","Saudi Arabia","Female","80-84","Colon and rectum cancer","Rate",2014,114.658120525147
"Deaths","Saudi Arabia","Male","85-89","Colon and rectum cancer","Number",2014,24.6905042055502
"Deaths","Saudi Arabia","Female","85-89","Colon and rectum cancer","Number",2014,26.7602976291392
"Deaths","Saudi Arabia","Male","85-89","Colon and rectum cancer","Rate",2014,143.315359503263
"Deaths","Saudi Arabia","Female","85-89","Colon and rectum cancer","Rate",2014,143.419246969986
"Deaths","Saudi Arabia","Male","90-94","Colon and rectum cancer","Number",2014,7.72103798473774
"Deaths","Saudi Arabia","Female","90-94","Colon and rectum cancer","Number",2014,7.76124420037995
"Deaths","Saudi Arabia","Male","90-94","Colon and rectum cancer","Rate",2014,150.656040066126
"Deaths","Saudi Arabia","Female","90-94","Colon and rectum cancer","Rate",2014,156.143262737311
"Deaths","Saudi Arabia","Male","95+ years","Colon and rectum cancer","Number",2014,2.66460497835295
"Deaths","Saudi Arabia","Female","95+ years","Colon and rectum cancer","Number",2014,2.49341612466746
"Deaths","Saudi Arabia","Male","95+ years","Colon and rectum cancer","Rate",2014,214.925940189194
"Deaths","Saudi Arabia","Female","95+ years","Colon and rectum cancer","Rate",2014,206.281629190248
"Deaths","Saudi Arabia","Male","15-19 years","Breast cancer","Number",2018,0.157784958534568
"Deaths","Saudi Arabia","Female","15-19 years","Breast cancer","Number",2018,0.297638926262835
"Deaths","Saudi Arabia","Male","15-19 years","Breast cancer","Rate",2018,0.0106265782395905
"Deaths","Saudi Arabia","Female","15-19 years","Breast cancer","Rate",2018,0.0250703988568424
"Deaths","Saudi Arabia","Male","20-24 years","Breast cancer","Number",2018,0.197404756005213
"Deaths","Saudi Arabia","Female","20-24 years","Breast cancer","Number",2018,1.98227108613935
"Deaths","Saudi Arabia","Male","20-24 years","Breast cancer","Rate",2018,0.0106205945911529
"Deaths","Saudi Arabia","Female","20-24 years","Breast cancer","Rate",2018,0.138259603601747
"Deaths","Saudi Arabia","Male","25-29 years","Breast cancer","Number",2018,0.236229526189119
"Deaths","Saudi Arabia","Female","25-29 years","Breast cancer","Number",2018,11.373704546361
"Deaths","Saudi Arabia","Male","25-29 years","Breast cancer","Rate",2018,0.0107375223418822
"Deaths","Saudi Arabia","Female","25-29 years","Breast cancer","Rate",2018,0.702648983877582
"Deaths","Saudi Arabia","Male","30-34 years","Breast cancer","Number",2018,0.297573895146537
"Deaths","Saudi Arabia","Female","30-34 years","Breast cancer","Number",2018,55.5919166211867
"Deaths","Saudi Arabia","Male","30-34 years","Breast cancer","Rate",2018,0.0116736896309678
"Deaths","Saudi Arabia","Female","30-34 years","Breast cancer","Rate",2018,3.27686530044197
"Deaths","Saudi Arabia","Male","35-39 years","Breast cancer","Number",2018,0.53478147218623
"Deaths","Saudi Arabia","Female","35-39 years","Breast cancer","Number",2018,124.31545358112
"Deaths","Saudi Arabia","Male","35-39 years","Breast cancer","Rate",2018,0.0208670571341817
"Deaths","Saudi Arabia","Female","35-39 years","Breast cancer","Rate",2018,8.08776348872631
"Deaths","Saudi Arabia","Male","40-44 years","Breast cancer","Number",2018,1.11170596911381
"Deaths","Saudi Arabia","Female","40-44 years","Breast cancer","Number",2018,186.921780274272
"Deaths","Saudi Arabia","Male","40-44 years","Breast cancer","Rate",2018,0.0529752397684208
"Deaths","Saudi Arabia","Female","40-44 years","Breast cancer","Rate",2018,15.1576563179137
"Deaths","Saudi Arabia","Male","45-49 years","Breast cancer","Number",2018,1.57144365389228
"Deaths","Saudi Arabia","Female","45-49 years","Breast cancer","Number",2018,225.161995639802
"Deaths","Saudi Arabia","Male","45-49 years","Breast cancer","Rate",2018,0.109038959878879
"Deaths","Saudi Arabia","Female","45-49 years","Breast cancer","Rate",2018,25.3194256473703
"Deaths","Saudi Arabia","Male","50-54 years","Breast cancer","Number",2018,1.52350321491086
"Deaths","Saudi Arabia","Female","50-54 years","Breast cancer","Number",2018,215.891723308198
"Deaths","Saudi Arabia","Male","50-54 years","Breast cancer","Rate",2018,0.16778134387104
"Deaths","Saudi Arabia","Female","50-54 years","Breast cancer","Rate",2018,35.5204035480839
"Deaths","Saudi Arabia","Male","55-59 years","Breast cancer","Number",2018,1.66516973946084
"Deaths","Saudi Arabia","Female","55-59 years","Breast cancer","Number",2018,176.808242765628
"Deaths","Saudi Arabia","Male","55-59 years","Breast cancer","Rate",2018,0.274258868651239
"Deaths","Saudi Arabia","Female","55-59 years","Breast cancer","Rate",2018,42.9859199991249
"Deaths","Saudi Arabia","Male","60-64 years","Breast cancer","Number",2018,1.9962672123818
"Deaths","Saudi Arabia","Female","60-64 years","Breast cancer","Number",2018,124.946298953028
"Deaths","Saudi Arabia","Male","60-64 years","Breast cancer","Rate",2018,0.490923873846872
"Deaths","Saudi Arabia","Female","60-64 years","Breast cancer","Rate",2018,46.051299970197
"Deaths","Saudi Arabia","Male","65-69 years","Breast cancer","Number",2018,2.04352073434531
"Deaths","Saudi Arabia","Female","65-69 years","Breast cancer","Number",2018,82.3017616189323
"Deaths","Saudi Arabia","Male","65-69 years","Breast cancer","Rate",2018,0.815895336419512
"Deaths","Saudi Arabia","Female","65-69 years","Breast cancer","Rate",2018,51.4601462845494
"Deaths","Saudi Arabia","Male","70-74 years","Breast cancer","Number",2018,1.62718104452605
"Deaths","Saudi Arabia","Female","70-74 years","Breast cancer","Number",2018,53.2543992556087
"Deaths","Saudi Arabia","Male","70-74 years","Breast cancer","Rate",2018,1.07914667828429
"Deaths","Saudi Arabia","Female","70-74 years","Breast cancer","Rate",2018,60.6365874051991
"Deaths","Saudi Arabia","Male","75-79 years","Breast cancer","Number",2018,1.52897380041246
"Deaths","Saudi Arabia","Female","75-79 years","Breast cancer","Number",2018,32.0700862489252
"Deaths","Saudi Arabia","Male","75-79 years","Breast cancer","Rate",2018,2.14566632184885
"Deaths","Saudi Arabia","Female","75-79 years","Breast cancer","Rate",2018,72.7949975017585
"Deaths","Saudi Arabia","Male","80-84","Breast cancer","Number",2018,0.803459495929439
"Deaths","Saudi Arabia","Female","80-84","Breast cancer","Number",2018,20.2773183200918
"Deaths","Saudi Arabia","Male","80-84","Breast cancer","Rate",2018,2.50019233617275
"Deaths","Saudi Arabia","Female","80-84","Breast cancer","Rate",2018,78.6832428619284
"Deaths","Saudi Arabia","Male","85-89","Breast cancer","Number",2018,0.706177160432954
"Deaths","Saudi Arabia","Female","85-89","Breast cancer","Number",2018,14.8324603740227
"Deaths","Saudi Arabia","Male","85-89","Breast cancer","Rate",2018,4.51305764999163
"Deaths","Saudi Arabia","Female","85-89","Breast cancer","Rate",2018,90.1857687079204
"Deaths","Saudi Arabia","Male","90-94","Breast cancer","Number",2018,0.331693991222531
"Deaths","Saudi Arabia","Female","90-94","Breast cancer","Number",2018,7.91528106474539
"Deaths","Saudi Arabia","Male","90-94","Breast cancer","Rate",2018,5.04725458337113
"Deaths","Saudi Arabia","Female","90-94","Breast cancer","Rate",2018,108.162762709251
"Deaths","Saudi Arabia","Male","95+ years","Breast cancer","Number",2018,0.0683368119247151
"Deaths","Saudi Arabia","Female","95+ years","Breast cancer","Number",2018,1.8453765352214
"Deaths","Saudi Arabia","Male","95+ years","Breast cancer","Rate",2018,4.6110789211109
"Deaths","Saudi Arabia","Female","95+ years","Breast cancer","Rate",2018,125.947090134575
"Deaths","Saudi Arabia","Male","5-9 years","Colon and rectum cancer","Number",2018,0.216385407527353
"Deaths","Saudi Arabia","Female","5-9 years","Colon and rectum cancer","Number",2018,0.158724009730718
"Deaths","Saudi Arabia","Male","5-9 years","Colon and rectum cancer","Rate",2018,0.0173631337698189
"Deaths","Saudi Arabia","Female","5-9 years","Colon and rectum cancer","Rate",2018,0.013952814508328
"Deaths","Saudi Arabia","Male","10-14 years","Colon and rectum cancer","Number",2018,0.280292455855932
"Deaths","Saudi Arabia","Female","10-14 years","Colon and rectum cancer","Number",2018,0.229113778537842
"Deaths","Saudi Arabia","Male","10-14 years","Colon and rectum cancer","Rate",2018,0.0217822778493388
"Deaths","Saudi Arabia","Female","10-14 years","Colon and rectum cancer","Rate",2018,0.0207032352331901
"Deaths","Saudi Arabia","Male","15-19 years","Colon and rectum cancer","Number",2018,0.91108526333187
"Deaths","Saudi Arabia","Female","15-19 years","Colon and rectum cancer","Number",2018,0.901249157359818
"Deaths","Saudi Arabia","Male","15-19 years","Colon and rectum cancer","Rate",2018,0.0613602140765081
"Deaths","Saudi Arabia","Female","15-19 years","Colon and rectum cancer","Rate",2018,0.0759130404349435
"Deaths","Saudi Arabia","Male","20-24 years","Colon and rectum cancer","Number",2018,3.36964682657044
"Deaths","Saudi Arabia","Female","20-24 years","Colon and rectum cancer","Number",2018,2.91621459396746
"Deaths","Saudi Arabia","Male","20-24 years","Colon and rectum cancer","Rate",2018,0.181290732728975
"Deaths","Saudi Arabia","Female","20-24 years","Colon and rectum cancer","Rate",2018,0.203400370715606
"Deaths","Saudi Arabia","Male","25-29 years","Colon and rectum cancer","Number",2018,9.66792004014606
"Deaths","Saudi Arabia","Female","25-29 years","Colon and rectum cancer","Number",2018,7.84639765215865
"Deaths","Saudi Arabia","Male","25-29 years","Colon and rectum cancer","Rate",2018,0.439443405340839
"Deaths","Saudi Arabia","Female","25-29 years","Colon and rectum cancer","Rate",2018,0.484737696052837
"Deaths","Saudi Arabia","Male","30-34 years","Colon and rectum cancer","Number",2018,27.9995056332841
"Deaths","Saudi Arabia","Female","30-34 years","Colon and rectum cancer","Number",2018,19.3559488327691
"Deaths","Saudi Arabia","Male","30-34 years","Colon and rectum cancer","Rate",2018,1.09840797164864
"Deaths","Saudi Arabia","Female","30-34 years","Colon and rectum cancer","Rate",2018,1.14093632567902
"Deaths","Saudi Arabia","Male","35-39 years","Colon and rectum cancer","Number",2018,52.1729084526234
"Deaths","Saudi Arabia","Female","35-39 years","Colon and rectum cancer","Number",2018,34.0815112168221
"Deaths","Saudi Arabia","Male","35-39 years","Colon and rectum cancer","Rate",2018,2.03577557967117
"Deaths","Saudi Arabia","Female","35-39 years","Colon and rectum cancer","Rate",2018,2.21728831066174
"Deaths","Saudi Arabia","Male","40-44 years","Colon and rectum cancer","Number",2018,77.5408112462406
"Deaths","Saudi Arabia","Female","40-44 years","Colon and rectum cancer","Number",2018,57.8451849256271
"Deaths","Saudi Arabia","Male","40-44 years","Colon and rectum cancer","Rate",2018,3.69499056560965
"Deaths","Saudi Arabia","Female","40-44 years","Colon and rectum cancer","Rate",2018,4.69071839280732
"Deaths","Saudi Arabia","Male","45-49 years","Colon and rectum cancer","Number",2018,91.8093204159612
"Deaths","Saudi Arabia","Female","45-49 years","Colon and rectum cancer","Number",2018,80.9667568184298
"Deaths","Saudi Arabia","Male","45-49 years","Colon and rectum cancer","Rate",2018,6.37044336941236
"Deaths","Saudi Arabia","Female","45-49 years","Colon and rectum cancer","Rate",2018,9.10469714637119
"Deaths","Saudi Arabia","Male","50-54 years","Colon and rectum cancer","Number",2018,97.9843792003001
"Deaths","Saudi Arabia","Female","50-54 years","Colon and rectum cancer","Number",2018,92.6109849367228
"Deaths","Saudi Arabia","Male","50-54 years","Colon and rectum cancer","Rate",2018,10.7908868584553
"Deaths","Saudi Arabia","Female","50-54 years","Colon and rectum cancer","Rate",2018,15.2371730955237
"Deaths","Saudi Arabia","Male","55-59 years","Colon and rectum cancer","Number",2018,102.805939600069
"Deaths","Saudi Arabia","Female","55-59 years","Colon and rectum cancer","Number",2018,80.6664208649084
"Deaths","Saudi Arabia","Male","55-59 years","Colon and rectum cancer","Rate",2018,16.9324724183804
"Deaths","Saudi Arabia","Female","55-59 years","Colon and rectum cancer","Rate",2018,19.6117571198937
"Deaths","Saudi Arabia","Male","60-64 years","Colon and rectum cancer","Number",2018,107.600830037679
"Deaths","Saudi Arabia","Female","60-64 years","Colon and rectum cancer","Number",2018,71.5450454981277
"Deaths","Saudi Arabia","Male","60-64 years","Colon and rectum cancer","Rate",2018,26.4612953534464
"Deaths","Saudi Arabia","Female","60-64 years","Colon and rectum cancer","Rate",2018,26.3692672710081
"Deaths","Saudi Arabia","Male","65-69 years","Colon and rectum cancer","Number",2018,99.9345282630698
"Deaths","Saudi Arabia","Female","65-69 years","Colon and rectum cancer","Number",2018,56.5661840842733
"Deaths","Saudi Arabia","Male","65-69 years","Colon and rectum cancer","Rate",2018,39.8998229803843
"Deaths","Saudi Arabia","Female","65-69 years","Colon and rectum cancer","Rate",2018,35.3686731666002
"Deaths","Saudi Arabia","Male","70-74 years","Colon and rectum cancer","Number",2018,90.7986926916761
"Deaths","Saudi Arabia","Female","70-74 years","Colon and rectum cancer","Number",2018,46.0051235909123
"Deaths","Saudi Arabia","Male","70-74 years","Colon and rectum cancer","Rate",2018,60.2177046865231
"Deaths","Saudi Arabia","Female","70-74 years","Colon and rectum cancer","Rate",2018,52.3824085277526
"Deaths","Saudi Arabia","Male","75-79 years","Colon and rectum cancer","Number",2018,58.5689138956849
"Deaths","Saudi Arabia","Female","75-79 years","Colon and rectum cancer","Number",2018,35.4376202006198
"Deaths","Saudi Arabia","Male","75-79 years","Colon and rectum cancer","Rate",2018,82.1919551658344
"Deaths","Saudi Arabia","Female","75-79 years","Colon and rectum cancer","Rate",2018,80.4388692300087
"Deaths","Saudi Arabia","Male","80-84","Colon and rectum cancer","Number",2018,34.1089225867335
"Deaths","Saudi Arabia","Female","80-84","Colon and rectum cancer","Number",2018,29.1029195377211
"Deaths","Saudi Arabia","Male","80-84","Colon and rectum cancer","Rate",2018,106.139596679743
"Deaths","Saudi Arabia","Female","80-84","Colon and rectum cancer","Rate",2018,112.929730146255
"Deaths","Saudi Arabia","Male","85-89","Colon and rectum cancer","Number",2018,21.6342225620254
"Deaths","Saudi Arabia","Female","85-89","Colon and rectum cancer","Number",2018,23.5645963233003
"Deaths","Saudi Arabia","Male","85-89","Colon and rectum cancer","Rate",2018,138.260622271201
"Deaths","Saudi Arabia","Female","85-89","Colon and rectum cancer","Rate",2018,143.279751310221
"Deaths","Saudi Arabia","Male","90-94","Colon and rectum cancer","Number",2018,9.50621791023286
"Deaths","Saudi Arabia","Female","90-94","Colon and rectum cancer","Number",2018,11.377339263249
"Deaths","Saudi Arabia","Male","90-94","Colon and rectum cancer","Rate",2018,144.652309621605
"Deaths","Saudi Arabia","Female","90-94","Colon and rectum cancer","Rate",2018,155.47198348705
"Deaths","Saudi Arabia","Male","95+ years","Colon and rectum cancer","Number",2018,2.83130946590039
"Deaths","Saudi Arabia","Female","95+ years","Colon and rectum cancer","Number",2018,2.82209584660173
"Deaths","Saudi Arabia","Male","95+ years","Colon and rectum cancer","Rate",2018,191.044782887118
"Deaths","Saudi Arabia","Female","95+ years","Colon and rectum cancer","Rate",2018,192.608258085234
"Deaths","Saudi Arabia","Male","95+ years","Ischemic stroke","Number",2018,60.7232197656807
"Deaths","Saudi Arabia","Female","95+ years","Ischemic stroke","Number",2018,75.0634580424985
"Deaths","Saudi Arabia","Male","95+ years","Ischemic stroke","Rate",2018,4097.34593694512
"Deaths","Saudi Arabia","Female","95+ years","Ischemic stroke","Rate",2018,5123.08677142531
"Deaths","Saudi Arabia","Male","95+ years","Ischemic stroke","Number",2019,63.488302112621
"Deaths","Saudi Arabia","Female","95+ years","Ischemic stroke","Number",2019,79.4146933395885
"Deaths","Saudi Arabia","Male","95+ years","Ischemic stroke","Rate",2019,4051.05798354895
"Deaths","Saudi Arabia","Female","95+ years","Ischemic stroke","Rate",2019,5076.29109898857
"Deaths","Saudi Arabia","Male","<5 years","All causes","Number",2019,1385.45908785271
"Deaths","Saudi Arabia","Female","<5 years","All causes","Number",2019,1228.9975111842
"Deaths","Saudi Arabia","Male","<5 years","All causes","Rate",2019,117.810028662024
"Deaths","Saudi Arabia","Female","<5 years","All causes","Rate",2019,111.165808056645
"Deaths","Saudi Arabia","Male","5-9 years","All causes","Number",2019,185.67372730371
"Deaths","Saudi Arabia","Female","5-9 years","All causes","Number",2019,141.04237814356
"Deaths","Saudi Arabia","Male","5-9 years","All causes","Rate",2019,14.9760907943446
"Deaths","Saudi Arabia","Female","5-9 years","All causes","Rate",2019,12.4431606491303
"Deaths","Saudi Arabia","Male","10-14 years","All causes","Number",2019,245.687648996188
"Deaths","Saudi Arabia","Female","10-14 years","All causes","Number",2019,182.658101682572
"Deaths","Saudi Arabia","Male","10-14 years","All causes","Rate",2019,19.1421078047013
"Deaths","Saudi Arabia","Female","10-14 years","All causes","Rate",2019,16.4837111712437
"Deaths","Saudi Arabia","Male","15-19 years","All causes","Number",2019,1014.54310731674
"Deaths","Saudi Arabia","Female","15-19 years","All causes","Number",2019,456.027067993454
"Deaths","Saudi Arabia","Male","15-19 years","All causes","Rate",2019,69.3821514111443
"Deaths","Saudi Arabia","Female","15-19 years","All causes","Rate",2019,39.2082919191267
"Deaths","Saudi Arabia","Male","20-24 years","All causes","Number",2019,2526.56302955851
"Deaths","Saudi Arabia","Female","20-24 years","All causes","Number",2019,910.7388054952
"Deaths","Saudi Arabia","Male","20-24 years","All causes","Rate",2019,136.866011264101
"Deaths","Saudi Arabia","Female","20-24 years","All causes","Rate",2019,64.3041906403925
"Deaths","Saudi Arabia","Male","25-29 years","All causes","Number",2019,3727.03663929451
"Deaths","Saudi Arabia","Female","25-29 years","All causes","Number",2019,1359.71364224847
"Deaths","Saudi Arabia","Male","25-29 years","All causes","Rate",2019,168.4272975582
"Deaths","Saudi Arabia","Female","25-29 years","All causes","Rate",2019,83.9535420665453
"Deaths","Saudi Arabia","Male","30-34 years","All causes","Number",2019,5357.7763415795
"Deaths","Saudi Arabia","Female","30-34 years","All causes","Number",2019,2032.5023517993
"Deaths","Saudi Arabia","Male","30-34 years","All causes","Rate",2019,205.430696348799
"Deaths","Saudi Arabia","Female","30-34 years","All causes","Rate",2019,116.641354461998
"Deaths","Saudi Arabia","Male","35-39 years","All causes","Number",2019,6877.52071649255
"Deaths","Saudi Arabia","Female","35-39 years","All causes","Number",2019,2737.07262278606
"Deaths","Saudi Arabia","Male","35-39 years","All causes","Rate",2019,259.896735729234
"Deaths","Saudi Arabia","Female","35-39 years","All causes","Rate",2019,170.61025187667
"Deaths","Saudi Arabia","Male","40-44 years","All causes","Number",2019,8153.78989195037
"Deaths","Saudi Arabia","Female","40-44 years","All causes","Number",2019,3391.16891073153
"Deaths","Saudi Arabia","Male","40-44 years","All causes","Rate",2019,365.881161870593
"Deaths","Saudi Arabia","Female","40-44 years","All causes","Rate",2019,260.642403781157
"Deaths","Saudi Arabia","Male","45-49 years","All causes","Number",2019,8264.8842795504
"Deaths","Saudi Arabia","Female","45-49 years","All causes","Number",2019,3828.07808279919
"Deaths","Saudi Arabia","Male","45-49 years","All causes","Rate",2019,531.958107513852
"Deaths","Saudi Arabia","Female","45-49 years","All causes","Rate",2019,401.472968733182
"Deaths","Saudi Arabia","Male","50-54 years","All causes","Number",2019,7707.49884466348
"Deaths","Saudi Arabia","Female","50-54 years","All causes","Number",2019,3897.23912325032
"Deaths","Saudi Arabia","Male","50-54 years","All causes","Rate",2019,799.263868130475
"Deaths","Saudi Arabia","Female","50-54 years","All causes","Rate",2019,604.49889318186
"Deaths","Saudi Arabia","Male","55-59 years","All causes","Number",2019,7659.86017755746
"Deaths","Saudi Arabia","Female","55-59 years","All causes","Number",2019,3925.99320383492
"Deaths","Saudi Arabia","Male","55-59 years","All causes","Rate",2019,1183.73121710861
"Deaths","Saudi Arabia","Female","55-59 years","All causes","Rate",2019,894.091209823645
"Deaths","Saudi Arabia","Male","60-64 years","All causes","Number",2019,7431.60449317239
"Deaths","Saudi Arabia","Female","60-64 years","All causes","Number",2019,3777.74235095716
"Deaths","Saudi Arabia","Male","60-64 years","All causes","Rate",2019,1768.50722694385
"Deaths","Saudi Arabia","Female","60-64 years","All causes","Rate",2019,1321.223106165
"Deaths","Saudi Arabia","Male","65-69 years","All causes","Number",2019,6966.39456481234
"Deaths","Saudi Arabia","Female","65-69 years","All causes","Number",2019,3354.34054192055
"Deaths","Saudi Arabia","Male","65-69 years","All causes","Rate",2019,2588.72934114652
"Deaths","Saudi Arabia","Female","65-69 years","All causes","Rate",2019,1967.19429362773
"Deaths","Saudi Arabia","Male","70-74 years","All causes","Number",2019,6194.2924560552
"Deaths","Saudi Arabia","Female","70-74 years","All causes","Number",2019,2901.25841991865
"Deaths","Saudi Arabia","Male","70-74 years","All causes","Rate",2019,3869.3290287377
"Deaths","Saudi Arabia","Female","70-74 years","All causes","Rate",2019,3118.49974041442
"Deaths","Saudi Arabia","Male","75-79 years","All causes","Number",2019,4577.07037423428
"Deaths","Saudi Arabia","Female","75-79 years","All causes","Number",2019,2330.10851817299
"Deaths","Saudi Arabia","Male","75-79 years","All causes","Rate",2019,5916.38121439525
"Deaths","Saudi Arabia","Female","75-79 years","All causes","Rate",2019,5015.61676676771
"Deaths","Saudi Arabia","Male","80-84","All causes","Number",2019,3182.40151833889
"Deaths","Saudi Arabia","Female","80-84","All causes","Number",2019,2185.21278225474
"Deaths","Saudi Arabia","Male","80-84","All causes","Rate",2019,9144.13006869173
"Deaths","Saudi Arabia","Female","80-84","All causes","Rate",2019,8292.20352021809
"Deaths","Saudi Arabia","Male","85-89","All causes","Number",2019,2178.45297532212
"Deaths","Saudi Arabia","Female","85-89","All causes","Number",2019,2128.2119697794
"Deaths","Saudi Arabia","Male","85-89","All causes","Rate",2019,14440.8538217509
"Deaths","Saudi Arabia","Female","85-89","All causes","Rate",2019,13803.0134301225
"Deaths","Saudi Arabia","Male","90-94","All causes","Number",2019,1474.68133375632
"Deaths","Saudi Arabia","Female","90-94","All causes","Number",2019,1628.64276675695
"Deaths","Saudi Arabia","Male","90-94","All causes","Rate",2019,21302.1123940783
"Deaths","Saudi Arabia","Female","90-94","All causes","Rate",2019,20788.9246428166
"Deaths","Saudi Arabia","Male","95+ years","All causes","Number",2019,498.769231184562
"Deaths","Saudi Arabia","Female","95+ years","All causes","Number",2019,500.514769946997
"Deaths","Saudi Arabia","Male","95+ years","All causes","Rate",2019,31825.4388399704
"Deaths","Saudi Arabia","Female","95+ years","All causes","Rate",2019,31993.5589341082
"Deaths","Saudi Arabia","Male","15-19 years","Ischemic heart disease","Number",2019,15.5988190143656
"Deaths","Saudi Arabia","Female","15-19 years","Ischemic heart disease","Number",2019,14.3447077552224
"Deaths","Saudi Arabia","Male","15-19 years","Ischemic heart disease","Rate",2019,1.06676553700331
"Deaths","Saudi Arabia","Female","15-19 years","Ischemic heart disease","Rate",2019,1.23332917854208
"Deaths","Saudi Arabia","Male","20-24 years","Ischemic heart disease","Number",2019,44.7478591732777
"Deaths","Saudi Arabia","Female","20-24 years","Ischemic heart disease","Number",2019,36.2070277835811
"Deaths","Saudi Arabia","Male","20-24 years","Ischemic heart disease","Rate",2019,2.42402858191288
"Deaths","Saudi Arabia","Female","20-24 years","Ischemic heart disease","Rate",2019,2.55645592684659
"Deaths","Saudi Arabia","Male","25-29 years","Ischemic heart disease","Number",2019,109.445179309048
"Deaths","Saudi Arabia","Female","25-29 years","Ischemic heart disease","Number",2019,62.3788187777505
"Deaths","Saudi Arabia","Male","25-29 years","Ischemic heart disease","Rate",2019,4.94590141332361
"Deaths","Saudi Arabia","Female","25-29 years","Ischemic heart disease","Rate",2019,3.85148947807813
"Deaths","Saudi Arabia","Male","30-34 years","Ischemic heart disease","Number",2019,316.147542990676
"Deaths","Saudi Arabia","Female","30-34 years","Ischemic heart disease","Number",2019,174.598174624345
"Deaths","Saudi Arabia","Male","30-34 years","Ischemic heart disease","Rate",2019,12.1218964295904
"Deaths","Saudi Arabia","Female","30-34 years","Ischemic heart disease","Rate",2019,10.0198494514643
"Deaths","Saudi Arabia","Male","35-39 years","Ischemic heart disease","Number",2019,699.266131212092
"Deaths","Saudi Arabia","Female","35-39 years","Ischemic heart disease","Number",2019,288.673568900186
"Deaths","Saudi Arabia","Male","35-39 years","Ischemic heart disease","Rate",2019,26.4247818944727
"Deaths","Saudi Arabia","Female","35-39 years","Ischemic heart disease","Rate",2019,17.9939216410216
"Deaths","Saudi Arabia","Male","40-44 years","Ischemic heart disease","Number",2019,1439.00562201889
"Deaths","Saudi Arabia","Female","40-44 years","Ischemic heart disease","Number",2019,487.463141712683
"Deaths","Saudi Arabia","Male","40-44 years","Ischemic heart disease","Rate",2019,64.5718194728521
"Deaths","Saudi Arabia","Female","40-44 years","Ischemic heart disease","Rate",2019,37.4660090238032
"Deaths","Saudi Arabia","Male","45-49 years","Ischemic heart disease","Number",2019,2129.83390032377
"Deaths","Saudi Arabia","Female","45-49 years","Ischemic heart disease","Number",2019,815.202593990344
"Deaths","Saudi Arabia","Male","45-49 years","Ischemic heart disease","Rate",2019,137.083880743302
"Deaths","Saudi Arabia","Female","45-49 years","Ischemic heart disease","Rate",2019,85.4950704895175
"Deaths","Saudi Arabia","Male","50-54 years","Ischemic heart disease","Number",2019,2424.94032914532
"Deaths","Saudi Arabia","Female","50-54 years","Ischemic heart disease","Number",2019,949.132598959504
"Deaths","Saudi Arabia","Male","50-54 years","Ischemic heart disease","Rate",2019,251.465128509261
"Deaths","Saudi Arabia","Female","50-54 years","Ischemic heart disease","Rate",2019,147.219502680999
"Deaths","Saudi Arabia","Male","55-59 years","Ischemic heart disease","Number",2019,2724.99071366798
"Deaths","Saudi Arabia","Female","55-59 years","Ischemic heart disease","Number",2019,1093.10562996908
"Deaths","Saudi Arabia","Male","55-59 years","Ischemic heart disease","Rate",2019,421.11167819364
"Deaths","Saudi Arabia","Female","55-59 years","Ischemic heart disease","Rate",2019,248.93984386153
"Deaths","Saudi Arabia","Male","60-64 years","Ischemic heart disease","Number",2019,2626.37422301011
"Deaths","Saudi Arabia","Female","60-64 years","Ischemic heart disease","Number",2019,1180.16430906898
"Deaths","Saudi Arabia","Male","60-64 years","Ischemic heart disease","Rate",2019,625.001209135883
"Deaths","Saudi Arabia","Female","60-64 years","Ischemic heart disease","Rate",2019,412.749258513652
"Deaths","Saudi Arabia","Male","65-69 years","Ischemic heart disease","Number",2019,2427.48527154894
"Deaths","Saudi Arabia","Female","65-69 years","Ischemic heart disease","Number",2019,1045.44016367422
"Deaths","Saudi Arabia","Male","65-69 years","Ischemic heart disease","Rate",2019,902.059492782842
"Deaths","Saudi Arabia","Female","65-69 years","Ischemic heart disease","Rate",2019,613.111250514729
"Deaths","Saudi Arabia","Male","70-74 years","Ischemic heart disease","Number",2019,1955.21196677466
"Deaths","Saudi Arabia","Female","70-74 years","Ischemic heart disease","Number",2019,856.76034472487
"Deaths","Saudi Arabia","Male","70-74 years","Ischemic heart disease","Rate",2019,1221.34343414494
"Deaths","Saudi Arabia","Female","70-74 years","Ischemic heart disease","Rate",2019,920.913109386784
"Deaths","Saudi Arabia","Male","75-79 years","Ischemic heart disease","Number",2019,1343.46070719999
"Deaths","Saudi Arabia","Female","75-79 years","Ischemic heart disease","Number",2019,668.207660219635
"Deaths","Saudi Arabia","Male","75-79 years","Ischemic heart disease","Rate",2019,1736.57493559643
